target_user_id,interactor_id,likes_count,comments_count,reposts_count
476459668,265329539,2,1,0
476459668,432213567,1,0,0
476459668,91981299,1,0,0
476459668,189446391,1,0,0
476459668,218313726,1,0,0
476459668,223074199,1,0,0
476459668,241501346,1,0,0
476459668,263746090,1,0,0
476459668,398917086,1,0,0
476459668,706838635,1,0,0
476459668,740335509,1,0,0
476459668,526035141,0,1,0
